district,name,mcdname,pop
7,"Peterson, Collin",Ghent City,370
7,"Peterson, Collin",Gibbon City,772
7,"Peterson, Collin",Gilchrist Township,194
7,"Peterson, Collin",Girard Township,731
7,"Peterson, Collin",Glencoe City,5631
7,"Peterson, Collin",Glencoe Township,495
7,"Peterson, Collin",Glenwood City,2564
7,"Peterson, Collin",Glenwood Township,1058
7,"Peterson, Collin",Glyndon City,1394
7,"Peterson, Collin",Glyndon Township,278
7,"Peterson, Collin",Godfrey Township,313
7,"Peterson, Collin",Golden Valley Township,189
7,"Peterson, Collin",Gonvick City,282
7,"Peterson, Collin",Good Hope Township,43
7,"Peterson, Collin",Goodridge City,132
7,"Peterson, Collin",Goodridge Township,79
7,"Peterson, Collin",Goose Prairie Township,175
7,"Peterson, Collin",Gordon Township,659
7,"Peterson, Collin",Gorman Township,465
7,"Peterson, Collin",Gorton Township,49
7,"Peterson, Collin",Grace Township,95
7,"Peterson, Collin",Graceville City,577
7,"Peterson, Collin",Graceville Township,197
7,"Peterson, Collin",Grafton Township,238
7,"Peterson, Collin",Grand Forks Township,179
7,"Peterson, Collin",Grand Plain Township,55
7,"Peterson, Collin",Grandview Township,288
7,"Peterson, Collin",Grange Township,203
7,"Peterson, Collin",Granite Falls City,2897
7,"Peterson, Collin",Granite Falls Township,253
7,"Peterson, Collin",Granite Rock Township,225
7,"Peterson, Collin",Grant Valley Township,2029
7,"Peterson, Collin",Granville Township,83
7,"Peterson, Collin",Gray Township,225
7,"Peterson, Collin",Great Bend Township,287
7,"Peterson, Collin",Greenbush City,719
7,"Peterson, Collin",Green Isle City,559
7,"Peterson, Collin",Green Isle Township,524
7,"Peterson, Collin",Green Lake Township,1582
7,"Peterson, Collin",Greenleaf Township,676
7,"Peterson, Collin",Green Meadow Township,108
7,"Peterson, Collin",Green Valley Township,376
7,"Peterson, Collin",Greenwald City,222
7,"Peterson, Collin",Greenwood Township,83
7,"Peterson, Collin",Gregory Township,74
7,"Peterson, Collin",Grey Eagle City,348
7,"Peterson, Collin",Grey Eagle Township,638
7,"Peterson, Collin",Grimstad Township,146
7,"Peterson, Collin",Grove City,635
7,"Peterson, Collin",Grove Lake Township,255
7,"Peterson, Collin",Grove Park-Tilden Township,282
7,"Peterson, Collin",Grove Township,493
7,"Peterson, Collin",Grygla City,221
7,"Peterson, Collin",Gudrid Unorg,219
7,"Peterson, Collin",Gully City,66
7,"Peterson, Collin",Gully Township,136
7,"Peterson, Collin",Hadley City,61
7,"Peterson, Collin",Hagen Township,154
7,"Peterson, Collin",Hale Township,942
7,"Peterson, Collin",Hallock City,981
7,"Peterson, Collin",Hallock Township,104
7,"Peterson, Collin",Halma City,61
7,"Peterson, Collin",Halstad City,597
7,"Peterson, Collin",Halstad Township,108
7,"Peterson, Collin",Hamden Township,206
7,"Peterson, Collin",Hamlin Township,165
7,"Peterson, Collin",Hammer Township,196
7,"Peterson, Collin",Hammond Township,44
7,"Peterson, Collin",Hampden Township,38
7,"Peterson, Collin",Hamre Township,13
7,"Peterson, Collin",Hancock City,765
7,"Peterson, Collin",Hangaard Township,5
7,"Peterson, Collin",Hanley Falls City,304
7,"Peterson, Collin",Hansonville Township,90
7,"Peterson, Collin",Hantho Township,105
7,"Peterson, Collin",Harrison Township,576
7,"Peterson, Collin",Hartford Township,662
7,"Peterson, Collin",Harvey Township,374
7,"Peterson, Collin",Hassan Valley Township,693
7,"Peterson, Collin",Hatfield City,54
7,"Peterson, Collin",Havelock Township,181
7,"Peterson, Collin",Hawk Creek Township,201
7,"Peterson, Collin",Hawley City,2067
7,"Peterson, Collin",Hawley Township,474
7,"Peterson, Collin",Hayes Township,199
7,"Peterson, Collin",Hazel Run City,63
7,"Peterson, Collin",Hazel Run Township,193
7,"Peterson, Collin",Hazelton Township,104
7,"Peterson, Collin",Hector City,1151
7,"Peterson, Collin",Hector Township,226
7,"Peterson, Collin",Hegbert Township,93
7,"Peterson, Collin",Hegne Township,40
7,"Peterson, Collin",Heier Township,143
7,"Peterson, Collin",Height of Land Township,673
7,"Peterson, Collin",Helen Township,863
7,"Peterson, Collin",Helgeland Township,54
7,"Peterson, Collin",Henderson City,886
7,"Peterson, Collin",Henderson Township,728
7,"Peterson, Collin",Hendricks City,713
7,"Peterson, Collin",Hendricks Township,201
7,"Peterson, Collin",Hendrum City,307
7,"Peterson, Collin",Hendrum Township,95
7,"Peterson, Collin",Henning City,802
7,"Peterson, Collin",Henning Township,377
7,"Peterson, Collin",Henryville Township,208
7,"Peterson, Collin",Hereim Township,228
7,"Peterson, Collin",Herman City,437
7,"Peterson, Collin",Hewitt City,266
7,"Peterson, Collin",Hickory Township,80
7,"Peterson, Collin",Higdem Township,84
7,"Peterson, Collin",Highland Grove Township,288
7,"Peterson, Collin",Highlanding Township,194
7,"Peterson, Collin",Highwater Township,166
7,"Peterson, Collin",Hill River Township,157
7,"Peterson, Collin",Hill Township,15
7,"Peterson, Collin",Hitterdal City,201
7,"Peterson, Collin",Hobart Township,778
7,"Peterson, Collin",Hodges Township,277
7,"Peterson, Collin",Hoffman City,681
7,"Peterson, Collin",Hoff Township,152
7,"Peterson, Collin",Holland City,187
7,"Peterson, Collin",Holland Township,338
7,"Peterson, Collin",Holloway City,92
7,"Peterson, Collin",Holly Township,127
7,"Peterson, Collin",Holmes City Township,804
7,"Peterson, Collin",Holmesville Township,505
7,"Peterson, Collin",Holst Township,369
7,"Peterson, Collin",Holt City,88
7,"Peterson, Collin",Holt Township,132
7,"Peterson, Collin",Holy Cross Township,140
7,"Peterson, Collin",Home Lake Township,148
7,"Peterson, Collin",Homestead Township,362
7,"Peterson, Collin",Honner Township,79
7,"Peterson, Collin",Hope Township,272
7,"Peterson, Collin",Horton Township,174
7,"Peterson, Collin",Hubbard Township,75
7,"Peterson, Collin",Hudson Township,876
7,"Peterson, Collin",Humboldt City,45
7,"Peterson, Collin",Humboldt Township,275
7,"Peterson, Collin",Huntly Township,77
7,"Peterson, Collin",Huntsville Township,464
7,"Peterson, Collin",Huss Township,120
7,"Peterson, Collin",Hutchinson City,14178
7,"Peterson, Collin",Hutchinson Township,1220
7,"Peterson, Collin",Ida Township,1228
7,"Peterson, Collin",Ihlen City,63
7,"Peterson, Collin",Inman Township,290
7,"Peterson, Collin",Iona City,137
7,"Peterson, Collin",Iona Township,653
7,"Peterson, Collin",Irving Township,906
7,"Peterson, Collin",Island Lake Township,408
7,"Peterson, Collin",Itasca Township,132
7,"Peterson, Collin",Ivanhoe City,559
7,"Peterson, Collin",Jadis Township,568
7,"Peterson, Collin",Jasper City,573
7,"Peterson, Collin",Jeffers City,369
7,"Peterson, Collin",Jessenland Township,444
7,"Peterson, Collin",Johnson City,29
7,"Peterson, Collin",Johnson Township,51
7,"Peterson, Collin",Johnsonville Township,152
7,"Peterson, Collin",Jones Township,277
7,"Peterson, Collin",Jupiter Township,111
7,"Peterson, Collin",Kandiyohi City,491
7,"Peterson, Collin",Kandiyohi Township,636
7,"Peterson, Collin",Kandota Township,729
7,"Peterson, Collin",Karlstad City,760
7,"Peterson, Collin",Keene Township,155
7,"Peterson, Collin",Kelliher City,262
7,"Peterson, Collin",Kelliher Township,130
7,"Peterson, Collin",Kelso Township,292
7,"Peterson, Collin",Kennedy City,193
7,"Peterson, Collin",Kensington City,292
7,"Peterson, Collin",Kent City,81
7,"Peterson, Collin",Kerkhoven City,759
7,"Peterson, Collin",Kerkhoven Township,236
7,"Peterson, Collin",Kertsonville Township,94
7,"Peterson, Collin",Keystone Township,91
7,"Peterson, Collin",Kildare Township,151
7,"Peterson, Collin",Kingman Township,201
7,"Peterson, Collin",Kingston City,161
7,"Peterson, Collin",Kingston Township,1256
7,"Peterson, Collin",King Township,219
7,"Peterson, Collin",Kintire Township,182
7,"Peterson, Collin",Knute Township,519
7,"Peterson, Collin",Kragero Township,125
7,"Peterson, Collin",Kragnes Township,293
7,"Peterson, Collin",Krain Township,981
7,"Peterson, Collin",Kratka Township,131
7,"Peterson, Collin",Kurtz Township,293
7,"Peterson, Collin",Lac qui Parle Township,178
7,"Peterson, Collin",La Garde Township,162
7,"Peterson, Collin",La Grand Township,4210
7,"Peterson, Collin",Lake Andrew Township,982
7,"Peterson, Collin",Lake Benton City,683
7,"Peterson, Collin",Lake Benton Township,241
7,"Peterson, Collin",Lake Bronson City,229
7,"Peterson, Collin",Lake Elizabeth Township,233
7,"Peterson, Collin",Lake Eunice Township,1538
7,"Peterson, Collin",Lake George Township,335
7,"Peterson, Collin",Lake Grove Township,189
7,"Peterson, Collin",Lake Henry City,103
7,"Peterson, Collin",Lake Henry Township,278
7,"Peterson, Collin",Lake Ida Township,160
7,"Peterson, Collin",Lake Johanna Township,139
7,"Peterson, Collin",Lake Lillian City,238
7,"Peterson, Collin",Lake Lillian Township,190
7,"Peterson, Collin",Lake Marshall Township,568
7,"Peterson, Collin",Lake Mary Township,1098
7,"Peterson, Collin",Lake Park City,783
7,"Peterson, Collin",Lake Park Township,481
7,"Peterson, Collin",Lake Pleasant Township,103
7,"Peterson, Collin",Lake Sarah Township,393
7,"Peterson, Collin",Lake Shore Township,191
7,"Peterson, Collin",Lake Stay Township,156
7,"Peterson, Collin",Lake Township,2090
7,"Peterson, Collin",Lake Valley Township,237
7,"Peterson, Collin",Lake View Township,1685
7,"Peterson, Collin",Lake Wilson City,251
7,"Peterson, Collin",Lamberton City,824
7,"Peterson, Collin",Lamberton Township,193
7,"Peterson, Collin",Lambert Township,129
7,"Peterson, Collin",Lammers Township,592
7,"Peterson, Collin",Lancaster City,340
7,"Peterson, Collin",Land Township,261
7,"Peterson, Collin",Langhei Township,177
7,"Peterson, Collin",Laona Township,543
7,"Peterson, Collin",La Prairie Township,356
7,"Peterson, Collin",Lawrence Township,84
7,"Peterson, Collin",Leaf Lake Township,560
7,"Peterson, Collin",Leaf Mountain Township,326
7,"Peterson, Collin",Leaf Valley Township,457
7,"Peterson, Collin",Leeds Township,210
7,"Peterson, Collin",Leenthrop Township,243
7,"Peterson, Collin",Lee Township,179
7,"Peterson, Collin",Lengby City,86
7,"Peterson, Collin",Leonard City,41
7,"Peterson, Collin",Leonardsville Township,107
7,"Peterson, Collin",Leon Township,345
7,"Peterson, Collin",Leslie Township,642
7,"Peterson, Collin",Lessor Township,175
7,"Peterson, Collin",Lester Prairie City,1730
7,"Peterson, Collin",Leven Township,499
7,"Peterson, Collin",Liberty Township,838
7,"Peterson, Collin",Lida Township,757
7,"Peterson, Collin",Lien Township,111
7,"Peterson, Collin",Lime Lake Township,181
7,"Peterson, Collin",Limestone Township,136
7,"Peterson, Collin",Lincoln Township,117
7,"Peterson, Collin",Lind Township,56
7,"Peterson, Collin",Linsell Township,29
7,"Peterson, Collin",Lisbon Township,201
7,"Peterson, Collin",Litchfield City,6726
7,"Peterson, Collin",Litchfield Township,832
7,"Peterson, Collin",Little Elbow Township,259
7,"Peterson, Collin",Little Elk Township,285
7,"Peterson, Collin",Little Sauk Township,829
7,"Peterson, Collin",Lockhart Township,50
7,"Peterson, Collin",Logan Township,93
7,"Peterson, Collin",Lone Tree Township,199
7,"Peterson, Collin",Long Beach City,335
7,"Peterson, Collin",Long Prairie City,3458
7,"Peterson, Collin",Long Prairie Township,844
7,"Peterson, Collin",Lost Long Lake Township,43
7,"Peterson, Collin",Louisburg City,47
7,"Peterson, Collin",Louisville Township,187
7,"Peterson, Collin",Louriston Township,165
7,"Peterson, Collin",Lowell Township,298
7,"Peterson, Collin",Lower Red Lake Unorganized,5803
7,"Peterson, Collin",Lowry City,299
7,"Peterson, Collin",Lowville Township,169
7,"Peterson, Collin",Lucan City,191
7,"Peterson, Collin",Lucas Township,246
7,"Peterson, Collin",Lund Township,325
7,"Peterson, Collin",Lynd City,448
7,"Peterson, Collin",Lynd Township,423
7,"Peterson, Collin",Lynn Township,550
7,"Peterson, Collin",Lyons Township,199
7,"Peterson, Collin",Macsville Township,114
7,"Peterson, Collin",Madison City,1551
7,"Peterson, Collin",Madison Township,216
7,"Peterson, Collin",Mahnomen City,1214
7,"Peterson, Collin",Maine Township,653
7,"Peterson, Collin",Malta Township,98
7,"Peterson, Collin",Malung Township,438
7,"Peterson, Collin",Mamre Township,385
7,"Peterson, Collin",Manannah Township,604
7,"Peterson, Collin",Mandt Township,152
7,"Peterson, Collin",Manfred Township,99
7,"Peterson, Collin",Manston Township,48
7,"Peterson, Collin",Maple Grove Township,455
7,"Peterson, Collin",Maple Ridge Township,104
7,"Peterson, Collin",Maplewood Township,318
7,"Peterson, Collin",Marble Township,161
7,"Peterson, Collin",Marietta City,162
7,"Peterson, Collin",Marshall City,13680
7,"Peterson, Collin",Marsh Creek Township,152
7,"Peterson, Collin",Marshfield Township,242
7,"Peterson, Collin",Marsh Grove Township,143
7,"Peterson, Collin",Martinsburg Township,197
7,"Peterson, Collin",Marysland Township,96
7,"Peterson, Collin",Mary Township,83
7,"Peterson, Collin",Mason Township,299
7,"Peterson, Collin",Maxwell Township,179
7,"Peterson, Collin",Mayfield Township,51
7,"Peterson, Collin",Maynard City,366
7,"Peterson, Collin",McCauleyville Township,61
7,"Peterson, Collin",McCrea Township,241
7,"Peterson, Collin",McDonaldsville Township,175
7,"Peterson, Collin",McDougald Unorg,225
7,"Peterson, Collin",McIntosh City,625
7,"Peterson, Collin",McKinley Township,38
7,"Peterson, Collin",Meadows Township,38
7,"Peterson, Collin",Mehurin Township,77
7,"Peterson, Collin",Meire Grove City,179
7,"Peterson, Collin",Melrose City,3598
7,"Peterson, Collin",Melrose Township,759
7,"Peterson, Collin",Melville Township,225
7,"Peterson, Collin",Mentor City,153
7,"Peterson, Collin",Mickinock Township,301
7,"Peterson, Collin",Middle River City,303
7,"Peterson, Collin",Middle River Township,78
7,"Peterson, Collin",Milan City,369
7,"Peterson, Collin",Millerville City,106
7,"Peterson, Collin",Millerville Township,338
7,"Peterson, Collin",Millwood Township,972
7,"Peterson, Collin",Milroy City,252
7,"Peterson, Collin",Miltona City,424
7,"Peterson, Collin",Miltona Township,806
7,"Peterson, Collin",Minerva Township,261
7,"Peterson, Collin",Minneota City,1392
7,"Peterson, Collin",Minnesota Falls Township,429
7,"Peterson, Collin",Minnewaska Township,500
7,"Peterson, Collin",Minnie Township,26
7,"Peterson, Collin",Mitchell Township,85
7,"Peterson, Collin",Moe Township,784
7,"Peterson, Collin",Moland Township,299
7,"Peterson, Collin",Moltke Township,279
7,"Peterson, Collin",Monroe Township,202
7,"Peterson, Collin",Monson Township,133
7,"Peterson, Collin",Montevideo City,5383
7,"Peterson, Collin",Moonshine Township,102
7,"Peterson, Collin",Moore Township,243
7,"Peterson, Collin",Moorhead City,38065
7,"Peterson, Collin",Moorhead Township,169
7,"Peterson, Collin",Moose Creek Township,230
7,"Peterson, Collin",Moose River Township,25
7,"Peterson, Collin",Moose Township,114
7,"Peterson, Collin",Moran Township,508
7,"Peterson, Collin",Moranville Township,887
7,"Peterson, Collin",Morgan City,896
7,"Peterson, Collin",Morgan Township,257
7,"Peterson, Collin",Morken Township,156
7,"Peterson, Collin",Morris City,5286
7,"Peterson, Collin",Morris Township,396
7,"Peterson, Collin",Morton City,411
7,"Peterson, Collin",Moulton Township,206
7,"Peterson, Collin",Moyer Township,88
7,"Peterson, Collin",Moylan Township,98
7,"Peterson, Collin",Munson Township,688
7,"Peterson, Collin",Murdock City,278
7,"Peterson, Collin",Murray Township,177
7,"Peterson, Collin",Nashua City,68
7,"Peterson, Collin",Nassau City,72
7,"Peterson, Collin",Nelson City,187
7,"Peterson, Collin",Nelson Park Township,125
7,"Peterson, Collin",Nereson Township,58
7,"Peterson, Collin",Nesbit Township,99
7,"Peterson, Collin",New Auburn City,456
7,"Peterson, Collin",New Auburn Township,418
7,"Peterson, Collin",New Avon Township,191
7,"Peterson, Collin",Newfolden City,368
7,"Peterson, Collin",New Folden Township,230
7,"Peterson, Collin",New London City,1251
7,"Peterson, Collin",New London Township,2943
7,"Peterson, Collin",New Maine Township,199
7,"Peterson, Collin",New Munich City,320
7,"Peterson, Collin",New Prairie Township,197
7,"Peterson, Collin",New Solum Township,325
7,"Peterson, Collin",Newton Township,746
7,"Peterson, Collin",New York Mills City,1199
7,"Peterson, Collin",Nidaros Township,322
7,"Peterson, Collin",Nielsville City,90
7,"Peterson, Collin",Nilsen Township,60
7,"Peterson, Collin",Nora Township,647
7,"Peterson, Collin",Norcross City,70
7,"Peterson, Collin",Norden Township,379
7,"Peterson, Collin",Nordick Township,87
7,"Peterson, Collin",Nordland Township,213
7,"Peterson, Collin",Norfolk Township,161
7,"Peterson, Collin",Normania Township,191
7,"Peterson, Collin",Norman Township,264
7,"Peterson, Collin",North Beltrami Unorg,35
7,"Peterson, Collin",North Clearwater Unorganized,87
7,"Peterson, Collin",Northern Township,355
7,"Peterson, Collin",North Fork Township,247
7,"Peterson, Collin",North Hero Township,161
7,"Peterson, Collin",Northland Township,160
7,"Peterson, Collin",North Ottawa Township,50
7,"Peterson, Collin",North Roseau Unorganized,139
7,"Peterson, Collin",North Township,708
7,"Peterson, Collin",Northwest Angle Unorg,119
7,"Peterson, Collin",Northwest Roseau Unorganized,25
7,"Peterson, Collin",Norway Lake Township,274
7,"Peterson, Collin",Norway Township,91
7,"Peterson, Collin",Norwegian Grove Township,300
7,"Peterson, Collin",Numedal Township,90
7,"Peterson, Collin",Oakland Township,295
7,"Peterson, Collin",Oak Park Township,131
7,"Peterson, Collin",Oakport Township,1797
7,"Peterson, Collin",Oak Township,595
7,"Peterson, Collin",Oak Valley Township,355
7,"Peterson, Collin",Odessa City,135
7,"Peterson, Collin",Odessa Township,132
7,"Peterson, Collin",Ogema City,184
7,"Peterson, Collin",Oklee City,435
7,"Peterson, Collin",Olivia City,2484
7,"Peterson, Collin",Omro Township,161
7,"Peterson, Collin",Onstad Township,71
7,"Peterson, Collin",Orange Township,313
7,"Peterson, Collin",Ortonville City,1916
7,"Peterson, Collin",Ortonville Township,97
7,"Peterson, Collin",Orwell Township,170
7,"Peterson, Collin",Osage Township,895
7,"Peterson, Collin",Osakis City,1740
7,"Peterson, Collin",Osakis Township,595
7,"Peterson, Collin",Osborne Township,286
7,"Peterson, Collin",Oscar Township,207
7,"Peterson, Collin",Osceola Township,158
7,"Peterson, Collin",Oshkosh Township,210
7,"Peterson, Collin",Oslo City,330
7,"Peterson, Collin",Otrey Township,87
7,"Peterson, Collin",Ottertail City,572
7,"Peterson, Collin",Otter Tail Township,491
7,"Peterson, Collin",Otto Township,554
7,"Peterson, Collin",Paddock Township,346
7,"Peterson, Collin",Palmville Township,39
7,"Peterson, Collin",Palmyra Township,179
7,"Peterson, Collin",Parkers Prairie City,1011
7,"Peterson, Collin",Parkers Prairie Township,348
7,"Peterson, Collin",Parker Township,35
7,"Peterson, Collin",Parke Township,485
7,"Peterson, Collin",Parnell Township,121
7,"Peterson, Collin",Paxton Township,555
7,"Peterson, Collin",Paynesville City,2432
7,"Peterson, Collin",Paynesville Township,1421
7,"Peterson, Collin",Peatland Unorg.,9
7,"Peterson, Collin",Pelan Township,45
7,"Peterson, Collin",Pelican Lake Township,450
7,"Peterson, Collin",Pelican Rapids City,2464
7,"Peterson, Collin",Pelican Township,625
7,"Peterson, Collin",Pembina Township,707
7,"Peterson, Collin",Pennock City,508
7,"Peterson, Collin",Penn Township,315
7,"Peterson, Collin",Pepperton Township,134
7,"Peterson, Collin",Percy Township,31
7,"Peterson, Collin",Perham City,2985
7,"Peterson, Collin",Perham Township,827
7,"Peterson, Collin",Perley City,92
7,"Peterson, Collin",Perry Township,101
7,"Peterson, Collin",Pillsbury Township,254
7,"Peterson, Collin",Pine Lake Township,1053
7,"Peterson, Collin",Pine Point Township,400
7,"Peterson, Collin",Pipestone City,4317
7,"Peterson, Collin",Plato City,320
7,"Peterson, Collin",Pleasant View Township,108
7,"Peterson, Collin",Plummer City,292
7,"Peterson, Collin",Pohlitz Township,34
7,"Peterson, Collin",Polk Centre Township,87
7,"Peterson, Collin",Polonia Township,34
7,"Peterson, Collin",Pomme de Terre Township,133
7,"Peterson, Collin",Poplar Grove Township,82
7,"Peterson, Collin",Poplar River Township,107
7,"Peterson, Collin",Popple Grove Township,139
7,"Peterson, Collin",Poppleton Township,120
7,"Peterson, Collin",Popple Township,526
7,"Peterson, Collin",Porter City,183
7,"Peterson, Collin",Posen Township,219
7,"Peterson, Collin",Prairie View Township,196
7,"Peterson, Collin",Preston Lake Township,271
7,"Peterson, Collin",Prinsburg City,497
7,"Peterson, Collin",Prior Township,247
7,"Peterson, Collin",Providence Township,169
7,"Peterson, Collin",Queen Township,214
7,"Peterson, Collin",Raymond City,764
7,"Peterson, Collin",Raymond Township,259
7,"Peterson, Collin",Red Lake Falls City,1427
7,"Peterson, Collin",Red Lake Falls Township,201
7,"Peterson, Collin",Redpath Township,48
7,"Peterson, Collin",Redwood Falls City,5254
7,"Peterson, Collin",Redwood Falls Township,181
7,"Peterson, Collin",Regal City,34
7,"Peterson, Collin",Reiner Township,87
7,"Peterson, Collin",Reine Township,94
7,"Peterson, Collin",Reis Township,79
7,"Peterson, Collin",Rendsville Township,161
7,"Peterson, Collin",Reno Township,397
7,"Peterson, Collin",Renville City,1287
7,"Peterson, Collin",Revere City,95
7,"Peterson, Collin",Reynolds Township,662
7,"Peterson, Collin",Rheiderland Township,269
7,"Peterson, Collin",Rhinehart Township,139
7,"Peterson, Collin",Rice Township,158
7,"Peterson, Collin",Riceville Township,83
7,"Peterson, Collin",Richardville Township,102
7,"Peterson, Collin",Rich Valley Township,694
7,"Peterson, Collin",Richville City,96
7,"Peterson, Collin",Richwood Township,662
7,"Peterson, Collin",River Falls Township,178
7,"Peterson, Collin",Riverside Township,310
7,"Peterson, Collin",Riverton Township,446
7,"Peterson, Collin",River Township,65
7,"Peterson, Collin",Roberts Township,110
7,"Peterson, Collin",Rock Lake Township,265
7,"Peterson, Collin",Rocksbury Township,1211
7,"Peterson, Collin",Rock Township,182
7,"Peterson, Collin",Rockwell Township,61
7,"Peterson, Collin",Rolling Forks Township,151
7,"Peterson, Collin",Rollis Township,115
7,"Peterson, Collin",Roome Township,177
7,"Peterson, Collin",Roosevelt City,151
7,"Peterson, Collin",Roosevelt Township,225
7,"Peterson, Collin",Roscoe City,102
7,"Peterson, Collin",Roseau City,2633
7,"Peterson, Collin",Rosebud Township,351
7,"Peterson, Collin",Rosedale Township,135
7,"Peterson, Collin",Rose Hill Township,166
7,"Peterson, Collin",Roseland Township,371
7,"Peterson, Collin",Roseville Township,746
7,"Peterson, Collin",Rosewood Township,348
7,"Peterson, Collin",Ross Township,429
7,"Peterson, Collin",Rothsay City,493
7,"Peterson, Collin",Round Grove Township,251
7,"Peterson, Collin",Round Lake Township,183
7,"Peterson, Collin",Round Prairie Township,706
7,"Peterson, Collin",Royal Township,189
7,"Peterson, Collin",Runeberg Township,486
7,"Peterson, Collin",Rush Lake Township,970
7,"Peterson, Collin",Russell City,338
7,"Peterson, Collin",Russia Township,27
7,"Peterson, Collin",Ruthton City,241
7,"Peterson, Collin",Sabin City,522
7,"Peterson, Collin",Sacred Heart City,548
7,"Peterson, Collin",Sacred Heart Township,270
7,"Peterson, Collin",Sanborn City,339
7,"Peterson, Collin",Sanders Township,298
7,"Peterson, Collin",Sandnes Township,199
7,"Peterson, Collin",Sandsville Township,67
7,"Peterson, Collin",Sanford Township,153
7,"Peterson, Collin",Sauk Centre City,4317
7,"Peterson, Collin",Sauk Centre Township,1088
7,"Peterson, Collin",Savannah Township,163
7,"Peterson, Collin",Scambler Township,476
7,"Peterson, Collin",Scandia Township,74
7,"Peterson, Collin",Scott Township,144
7,"Peterson, Collin",Seaforth City,86
7,"Peterson, Collin",Sedan City,45
7,"Peterson, Collin",Severance Township,253
7,"Peterson, Collin",Shaokatan Township,178
7,"Peterson, Collin",Shelburne Township,178
7,"Peterson, Collin",Shell Lake Township,293
7,"Peterson, Collin",Shelly City,191
7,"Peterson, Collin",Shelly Township,115
7,"Peterson, Collin",Sheridan Township,197
7,"Peterson, Collin",Sherman Township,370
7,"Peterson, Collin",Shetek Township,296
7,"Peterson, Collin",Shevlin City,176
7,"Peterson, Collin",Shevlin Township,452
7,"Peterson, Collin",Shible Township,124
7,"Peterson, Collin",Shotley Brook Unorg,25
7,"Peterson, Collin",Shotley Township,35
7,"Peterson, Collin",Sibley Township,255
7,"Peterson, Collin",Silver Lake City,837
7,"Peterson, Collin",Silver Leaf Township,534
7,"Peterson, Collin",Silverton Township,187
7,"Peterson, Collin",Sinclair Township,164
7,"Peterson, Collin",Sinnott Township,24
7,"Peterson, Collin",Sioux Agency Township,226
7,"Peterson, Collin",Six Mile Grove Township,171
7,"Peterson, Collin",Skagen Township,235
7,"Peterson, Collin",Skandia Township,172
7,"Peterson, Collin",Skane Township,46
7,"Peterson, Collin",Skree Township,159
7,"Peterson, Collin",Slayton City,2153
7,"Peterson, Collin",Slayton Township,295
7,"Peterson, Collin",Sletten Township,177
7,"Peterson, Collin",Smiley Township,580
7,"Peterson, Collin",Sodus Township,283
7,"Peterson, Collin",Solem Township,233
7,"Peterson, Collin",Soler Township,95
7,"Peterson, Collin",Solway City,96
7,"Peterson, Collin",Southbrook Township,79
7,"Peterson, Collin",South Clearwater Unorganized,10
7,"Peterson, Collin",Southeast Roseau Unorg Terr,231
7,"Peterson, Collin",South Red River Township,19
7,"Peterson, Collin",Sparta Township,748
7,"Peterson, Collin",Spicer City,1167
7,"Peterson, Collin",Spring Brook Township,52
7,"Peterson, Collin",Spring Creek Township,195
7,"Peterson, Collin",Springdale Township,217
7,"Peterson, Collin",Springfield Township,120
7,"Peterson, Collin",Spring Hill City,89
7,"Peterson, Collin",Spring Hill Township,364
7,"Peterson, Collin",Spring Prairie Township,368
7,"Peterson, Collin",Spruce Grove Township,460
7,"Peterson, Collin",Spruce Hill Township,441
7,"Peterson, Collin",Spruce Township,573
7,"Peterson, Collin",Spruce Valley Township,242
7,"Peterson, Collin",Stafford Township,284
7,"Peterson, Collin",Stanley Township,238
7,"Peterson, Collin",St. Anthony City,86
7,"Peterson, Collin",Staples City,2110
7,"Peterson, Collin",Staples Township,627
7,"Peterson, Collin",Starbuck City,1302
7,"Peterson, Collin",Star Lake Township,415
7,"Peterson, Collin",Star Township,120
7,"Peterson, Collin",Steenerson Township,23
7,"Peterson, Collin",Stephen City,658
7,"Peterson, Collin",Stevens Township,77
7,"Peterson, Collin",Stewart City,571
7,"Peterson, Collin",St. Hilaire City,279
7,"Peterson, Collin",St. Johns Township,411
7,"Peterson, Collin",St. Joseph Township,56
7,"Peterson, Collin",St. Leo City,100
7,"Peterson, Collin",St. Martin City,308
7,"Peterson, Collin",St. Martin Township,545
7,"Peterson, Collin",Stokes Township,215
7,"Peterson, Collin",St. Olaf Township,352
7,"Peterson, Collin",Stoneham Township,241
7,"Peterson, Collin",Stony Brook Township,133
7,"Peterson, Collin",Stony Run Township,432
7,"Peterson, Collin",Storden City,219
7,"Peterson, Collin",Storden Township,165
7,"Peterson, Collin",Stowe Prairie Township,454
7,"Peterson, Collin",Strandquist City,69
7,"Peterson, Collin",Strand Township,99
7,"Peterson, Collin",Strathcona City,44
7,"Peterson, Collin",St. Rosa City,68
7,"Peterson, Collin",St. Vincent City,64
7,"Peterson, Collin",St. Vincent Township,58
7,"Peterson, Collin",Sugar Bush Township,504
7,"Peterson, Collin",Sullivan Township,173
7,"Peterson, Collin",Sumter Township,535
7,"Peterson, Collin",Sunburg City,100
7,"Peterson, Collin",Sundal Township,157
7,"Peterson, Collin",Sundown Township,185
7,"Peterson, Collin",Sunnyside Township,136
7,"Peterson, Collin",Svea Township,49
7,"Peterson, Collin",Sverdrup Township,621
7,"Peterson, Collin",Swan Lake Township,194
7,"Peterson, Collin",Swanville City,2
